"","time_jjj","t2m_2016_changpin","d2m_2016_changpin","u10_2016_changpin","v10_2016_changpin","blh_2016_changpin","sp_2016_changpin","e_2016_changpin","tp_2016_changpin","fal_2016_changpin","wind_direction","wind_speed"
"54",53,2.78026577650894,-3.32097973636911,-0.651160478442755,0.873784086653429,481.759840187305,95385.6198833031,-5.73239925714834e-05,-1.73472347597681e-18,0.106816057827278,-115.278159963938,1.08972868126638
"55",54,2.9387786842882,-3.30141110742346,-0.709214146289712,1.0903366731742,468.755241507087,95336.9760359285,-5.58441707193706e-05,-1.73472347597681e-18,0.106803782387208,-103.80501026728,1.30069933734358
"56",55,2.52176780382274,-2.97744158376821,-0.818674115436265,1.14459276783627,334.567662768541,95340.6334680619,-3.78240615835157e-05,-1.73472347597681e-18,0.106766956066998,-111.76021803041,1.40723839894612
"57",56,0.607419609873261,-3.08615618902166,-0.651603636212579,0.779425661154182,143.723106340386,95405.3700168236,-1.87924286500141e-05,-1.73472347597681e-18,0.106766956066998,-125.336311451374,1.01591912079215
"58",57,0.469635313111326,-3.13399061533318,-0.887806727528825,0.877086631545903,36.1245478333672,95471.2037952253,-1.0158345024817e-06,-1.73472347597681e-18,0.106791506947138,-142.464989603858,1.24799108357471
"59",58,-0.919181625046974,-4.0721976586704,-0.17520903365167,-0.753426961081094,19.0611890555028,95536.6718304137,8.38625793204008e-07,-1.73472347597681e-18,0.106840608707418,41.1279130726044,0.773531118415442
"60",59,-3.05300922976772,-5.41591017960303,0.16735192242236,-1.09830700628084,18.1500388295003,95615.6723644958,8.57357715382647e-07,-1.73472347597681e-18,0.106840608707418,-27.2177194424449,1.11098377395174
"61",60,-2.73476408414939,-5.33219993355789,0.391146596183531,-1.53094038719489,19.9723392815054,95680.0431700441,9.88481170633229e-07,-1.73472347597681e-18,0.106852884147488,-45.0257543132888,1.58011839077027
"62",61,-2.35677176559881,-5.63442653616249,0.351262396899362,-1.58849902674943,20.3036666364151,95704.5479653381,1.02594501499051e-06,-1.73472347597681e-18,0.106852884147488,-39.1727602390204,1.6268725916492
"63",62,-2.51528467337806,-6.29649848215598,0.272823471640496,-1.59368874015189,23.8654357016976,95761.2381634062,5.95110804881699e-07,-1.73472347597681e-18,0.106877435027628,-30.5183593777721,1.61687242760983
"64",63,-3.65291961920923,-7.59781230703976,0.263074000704365,-1.75315447924562,25.1079132826103,95785.3772154869,-1.54166082264083e-07,-1.73472347597681e-18,0.106877435027628,-26.8103149864243,1.77278271594282
"65",64,-3.37125437538606,-8.15225679383235,0.367216076613029,-1.66068322225636,24.9422496051552,95821.9515368211,-4.3514491494367e-07,-1.73472347597681e-18,0.106877435027628,-39.171902268378,1.70079875693947
"66",65,-3.61024306711482,-8.88499323324055,0.36943186546215,-1.70833422713348,26.9302137346149,95856.6971420887,-6.41196058908809e-07,-1.73472347597681e-18,0.106877435027628,-38.3351742807097,1.74782314174363
"67",66,-3.5224513028063,-9.05132657927834,0.446984475181367,-1.70880601926098,29.2495052189852,95907.16970553,-7.34855669802005e-07,-1.73472347597681e-18,0.106877435027628,-46.0520465043655,1.76629927603328
"68",67,-3.52976728316531,-9.50575362923774,0.489527621084481,-1.67578057033624,32.2314514131749,95965.3228764516,-8.84711047231118e-07,-1.73472347597681e-18,0.106877435027628,-51.1579945829273,1.74581723319512
"69",68,-4.18332819523982,-11.0049280356828,0.439007635324534,-1.82203612986007,42.3369357379297,95984.7072667587,-9.97102580302953e-07,-1.73472347597681e-18,0.106877435027628,-42.5586308213081,1.87417804980976
"70",69,-3.9748227550071,-11.3278104132855,0.220974012571076,-1.60265279057432,59.400294515794,95983.6100371187,-1.5403283234837e-06,-1.73472347597681e-18,0.106877435027628,-24.6629237035461,1.61781503311331
"71",70,-4.11626504194857,-10.7320543764966,0.429701322158227,-1.27853159898441,127.156738594887,95989.0961853188,-1.84003907834193e-06,-1.73472347597681e-18,0.106926536787909,-58.3612639492334,1.34880920662122
"72",71,-3.9662874445882,-11.310416076445,0.0587782688154549,-1.07377381565104,149.521335051311,96020.5501016663,-2.42072866587985e-06,-1.73472347597681e-18,0.106926536787909,-9.84335769802172,1.07538137052059
"73",72,-3.68949952100445,-11.7278801606182,-0.0551132780293391,-1.22663446495982,194.58185531907,96140.8796188562,-2.85156287598866e-06,-1.73472347597681e-18,0.106926536787909,8.08205118368869,1.22787197379955
"74",73,-4.21137278661615,-13.3575120933674,-0.204900604229885,-1.45828439956047,408.122335558559,96162.09272523,-1.14120513116287e-05,8.16458026452541e-07,0.106975638548189,25.1269429894454,1.47260912927199
"75",74,-1.47275747221454,-14.0130611630457,-0.214650075166015,-1.29315715493679,602.528661051996,96189.1577230174,-2.478664374718e-05,8.16458026452541e-07,0.107000189428329,29.6080944064966,1.31085090003897
"76",75,-1.47275747221454,-13.0270196933969,-0.0400459138553196,-0.700586242801515,760.406145666607,96210.3708293913,-4.26381655834271e-05,8.16458026452541e-07,0.10703701574854,10.2777200176651,0.701729833211651
"77",76,-1.48738943293262,-12.0692440211141,-0.151721671850993,-0.0985794881163162,936.175307446356,96124.7869174691,-5.06928921202437e-05,-1.73472347597681e-18,0.10715977014924,179.028828775646,0.180934742895154
"78",77,0.117248925817421,-12.8422048644661,-0.116712208034889,0.196290591568832,1103.66128535336,96026.4019930798,-5.68556945170173e-05,-1.73472347597681e-18,0.107184321029381,-96.5576258294707,0.228367545511225
"79",78,0.00263190019239801,-12.2681917487279,-0.178311138040439,0.348679448750117,1223.85028334696,95960.2024714648,-4.73960738168025e-05,-1.73472347597681e-18,0.107172045589311,-85.0892276460631,0.391627654705285
"80",79,0.29770977467382,-11.5843768816837,-0.301508998051539,0.569949956545853,1281.16991574638,95951.0588911312,-5.45142042446869e-05,-1.73472347597681e-18,0.10715977014924,-87.5853100209031,0.644787274124313
"81",80,-1.29473528347779,-11.9453093711251,-0.25187532783124,0.955875916837775,974.11228958355,95959.1052418247,-3.37217706263928e-05,-1.73472347597681e-18,0.10715977014924,-46.3762108649031,0.988503894357807
"82",81,-1.82636318956827,-10.5591981541436,-0.87539830997375,1.38662212924184,217.526274646587,96038.1057759068,-1.03817955918033e-05,8.16458026452541e-07,0.10715977014924,-101.363234834731,1.63983021389657
"83",82,-3.60658507693529,-11.9061721132339,-0.309042680138549,0.846420143258648,262.006972043253,96063.3420576275,-1.93369868923513e-06,1.63291605290855e-06,0.10706156662868,-63.0141130612716,0.901074046380877
"84",83,-3.43100154831825,-12.3182004671444,-0.185844820127449,0.726584942874603,127.488065949797,96121.495228549,-1.05329834683898e-06,8.16458026452541e-07,0.10711066838896,-45.0737695155163,0.749975983869013
"85",84,-2.36042975577834,-12.5802026658052,0.0751751062989466,0.556739776975958,111.915680269028,96109.791445722,-9.97102580302953e-07,-1.73472347597681e-18,0.10711066838896,24.1588089381824,0.561792199905176
"86",85,-2.31287588344458,-12.3268976355648,0.195714019691102,0.322259089610327,89.2197564576932,96167.9446166435,-9.22174891588396e-07,-1.73472347597681e-18,0.10712294382903,98.2410544255273,0.377034346366649
"87",86,-2.66770093085813,-12.3432048263527,0.276811891568913,0.00096865078538988,27.8413639606174,96155.1436041765,-7.72319514159283e-07,-1.73472347597681e-18,0.10712294382903,282.113465486682,0.276813586368703
"88",87,-3.57610182543925,-12.7247930907923,0.118161409971884,-0.579807458162479,33.1426016391774,96189.8892094441,-6.97391825444727e-07,-1.73472347597681e-18,0.10712294382903,-36.1874113611377,0.591725280301069
"89",88,-4.40646559619063,-12.4464837013435,0.139876140693265,-0.913836284429815,66.6894963238137,96211.102315818,-7.91051436337922e-07,-1.73472347597681e-18,0.1071352192691,-27.3394659106418,0.924479361303286
"90",89,-5.25511931783956,-12.3062418605666,0.249336109839818,-1.03744582183383,116.388599560312,96167.5788734302,-7.91051436337922e-07,-1.73472347597681e-18,0.10715977014924,-42.4553653164411,1.06698750175929
"91",90,-5.23682936694195,-12.3203747592495,0.319355037472026,-1.01008187843905,159.543987537339,96155.8750906032,-7.53587591980644e-07,-1.73472347597681e-18,0.10715977014924,-55.120060545274,1.05936445150369
"92",91,-5.50995930034622,-12.711747338162,0.212997172714242,-0.783621657240853,187.95530822087,96125.5184038958,-1.85877100052057e-06,-1.73472347597681e-18,0.10715977014924,-47.7718621265538,0.812053383270559
"93",92,-6.3695869925337,-14.0706799038301,0.267062420632782,-0.785037033623342,190.771590737605,96090.4070554148,-2.12101791102163e-06,-1.73472347597681e-18,0.10715977014924,-59.0237237277749,0.829219802389196
"94",93,-6.32203312019993,-14.5577213353655,0.306503462147127,-0.734083483853748,171.388940475371,96079.0690158012,-2.08355406666435e-06,-1.73472347597681e-18,0.10715977014924,-71.1951037636166,0.795501686720419
"95",94,-7.26579458651645,-16.055808595758,0.485539201156064,-0.335419136119428,207.50362216056,96065.9022601209,-1.93369868923513e-06,-1.73472347597681e-18,0.10706156662868,-173.926712551478,0.590130759013943
"96",95,-7.02192857454833,-16.6711332614925,0.678312831029548,-0.103297409391279,184.31070731686,96097.3561764684,-1.69018370091282e-06,-1.73472347597681e-18,0.10706156662868,-255.540894297928,0.686133115019432
"97",96,-7.37797295202176,-16.2938935812631,0.833418050467983,-0.150004830013406,166.170534635538,96173.796508057,-1.69018370091282e-06,-1.73472347597681e-18,0.10706156662868,-250.688789615467,0.846809952629989
"98",97,-6.42445684522653,-17.1527389627653,0.821009632912909,-0.0985794881163162,288.59599227478,96211.8338022447,-1.10936086345917e-05,-1.73472347597681e-18,0.10706156662868,-261.233524915768,0.826906725582193
"99",98,-2.95180483480095,-17.4256126219515,0.796192797802759,0.355284538535064,493.604793125337,96205.2504244045,-2.79523385953707e-05,-1.73472347597681e-18,0.10706156662868,207.194860015249,0.871865858142787
"100",99,-3.16274893515339,-17.5875973837791,0.771819120462433,0.983711652360053,760.903136698971,96167.2131302168,-4.29191444161067e-05,-1.73472347597681e-18,0.10706156662868,119.750264948829,1.25035729681573
"101",100,-3.47855542065201,-17.4386583745819,0.929140128749989,1.36444789924952,969.970697647175,96057.8559094273,-5.31655058478246e-05,-1.73472347597681e-18,0.10706156662868,107.610420226668,1.65076329272854
"102",101,-1.09720381378366,-16.686353306228,1.13033375625013,1.40973994348916,1105.64924948282,95955.4478096913,-5.8710154812703e-05,-1.73472347597681e-18,0.10706156662868,121.65108900591,1.80693694101021
"103",102,-1.03989530097118,-17.0472857956694,0.992511689834836,1.40785277497917,1184.25666443521,95861.8175470755,-5.87288867348817e-05,-1.73472347597681e-18,0.10703701574854,110.531188789332,1.72253559918956
"104",103,-0.859434452114783,-17.632170371933,0.723514923551606,1.45739094836628,1191.71152992069,95839.8729542749,-5.14047051630321e-05,-1.73472347597681e-18,0.10703701574854,82.9439690056687,1.62710240027536
"105",104,-1.91293562381691,-16.7591920917478,0.130569827526959,1.49749327920346,611.308835957111,95844.9933592617,-3.36281110154996e-05,-1.73472347597681e-18,0.10703701574854,15.6550150438356,1.50317484050257
"106",105,-2.51528467337806,-14.0880742406706,-0.418502649285102,1.52580080685323,146.705052534577,95894.0029498497,-9.01436527276235e-06,-1.73472347597681e-18,0.10703701574854,-48.1860664468365,1.58215440765199
"107",106,-3.22005744796587,-13.8608607156909,0.269278209481903,0.885578889840835,44.9875545772097,95927.6513254772,-1.12822603555354e-06,-1.73472347597681e-18,0.10709839294889,53.1336219326846,0.925613701407615
"108",107,-3.38832499622384,-13.5053639565121,0.855132781189364,0.747815588611934,37.9468482853722,95949.9616614912,-9.97102580302953e-07,-1.73472347597681e-18,0.10709839294889,153.404689825635,1.13599305809308
"109",108,-3.34077112389008,-13.35859923942,1.20567057712023,-0.24483504764015,44.573395383572,96011.4065213328,-9.22174891588396e-07,-1.73472347597681e-18,0.10709839294889,-246.681175265458,1.23027872495885
"110",109,-3.74436937369723,-13.5934227867674,1.2677126648956,-0.795416460428259,44.4077317061169,96033.3511141333,-9.97102580302953e-07,-1.73472347597681e-18,0.10709839294889,-181.879691230215,1.49659037356818
"111",110,-5.2502419976002,-13.5651569894015,1.14673059373362,-0.796831836810748,42.0884402217471,96030.4251684266,-1.07203026901762e-06,-1.73472347597681e-18,0.10709839294889,-173.433558157784,1.3963996672729
"112",111,-7.18897679274647,-14.9773597116438,0.950411701701546,-0.610002154322238,41.1772899957446,96056.3929365739,-1.12822603555354e-06,-1.73472347597681e-18,0.10709839294889,-180.03355413748,1.12932946079034
"113",112,-7.24384664543931,-16.3428151536271,0.979660114509937,-0.802021550213207,40.6802989633798,96049.8095587338,-1.29681333516129e-06,-1.73472347597681e-18,0.10709839294889,-159.259050324827,1.2660855053937
"114",113,-7.23165334484088,-17.0538086719847,1.01378326278639,-1.09972238266333,40.7631308021073,96043.5919241069,-1.4466687125904e-06,-1.73472347597681e-18,0.10709839294889,-134.056560217376,1.49570913711074
"115",114,-6.9182855194619,-18.1246475337311,0.980546430049585,-1.30825450301667,41.094458157017,96002.9944274259,-1.5403283234837e-06,-1.73472347597681e-18,0.10709839294889,-115.773438551623,1.63493154173084
"116",115,-7.0316832150271,-19.2367979454739,0.961047488177325,-1.4545100625405,44.2420680286618,96011.7722645461,-1.6339879343769e-06,-1.73472347597681e-18,0.10709839294889,-105.099420220782,1.74333352992579
"117",116,-7.47795801692865,-19.2661508888923,0.930026444289638,-1.60359637482931,47.4725097390346,95984.7072667587,-1.67145177873418e-06,-1.73472347597681e-18,0.10709839294889,-94.6000891381447,1.85377197099421
"118",117,-7.10850100879702,-19.3335539441495,0.895016980473534,-1.67578057033624,50.5372877719519,96026.0362498665,-1.61525601219826e-06,-1.73472347597681e-18,0.10709839294889,-88.298267949593,1.89981470550483
"119",118,-7.68646345716138,-19.2672380349449,0.829429630539567,-1.73286741776328,54.5960478695993,96023.8417905864,-1.5403283234837e-06,-1.73472347597681e-18,0.10715977014924,-80.3553728687495,1.92114106706473
"120",119,-7.45844873597122,-19.049808824438,0.873302249752153,-1.68238566012119,58.0749850961543,96055.6614501473,-1.50286447912643e-06,-1.73472347597681e-18,0.10715977014924,-86.1838716144417,1.89554169798598
"121",120,-7.31334845885021,-18.0159329284777,0.947309597312777,-1.53377113995987,58.0749850961543,96165.7501573635,-1.7276475452701e-06,-1.73472347597681e-18,0.10715977014924,-99.5913104482895,1.80273386359016
"122",121,-6.57077645240736,-17.2755864667017,1.00314747631061,-1.52622246591993,77.3748035196609,96213.6625183114,-1.02694040587315e-05,-1.73472347597681e-18,0.10715977014924,-104.665011577357,1.8263788968084
"123",122,-1.41422962934217,-15.6894403760539,0.807271742048361,-1.03603044545134,237.902906973552,96274.7416349397,-2.60229506109705e-05,-1.73472347597681e-18,0.10715977014924,-119.146824296556,1.31341035073274
"124",123,-1.41179096922247,-16.4743598259838,1.47688313225258,-0.978000013769303,878.772843208201,96264.1350817527,-4.34061743927514e-05,-1.73472347597681e-18,0.10715977014924,-177.45995553229,1.77134632787181
"125",124,-1.38130771772649,-16.4624012194059,1.99050298747871,-1.24739331856965,1057.44111934341,96210.7365726046,-5.43456169450791e-05,-1.73472347597681e-18,0.10715977014924,-181.979150082612,2.34906199032165
"126",125,0.761055197413157,-18.010497198215,1.92269984869562,-1.45215110190302,1194.61064427615,96102.4765814552,-5.96467509216352e-05,-1.73472347597681e-18,0.10715977014924,-166.307951669017,2.40946415846601
"127",126,0.728133285797469,-18.4203512600205,1.74676621407546,-1.8055234053977,1280.67292471402,96037.0085462668,-5.82231248360583e-05,-1.73472347597681e-18,0.10715977014924,-138.394623282136,2.51219166746377
"128",127,0.569620378018215,-18.8323796139311,1.54069785110725,-2.12587025996765,1312.72884630156,96023.1103041597,-5.13485093964962e-05,-1.73472347597681e-18,0.10715977014924,-112.884497255208,2.6254664786703
"129",128,-1.36911441712806,-19.0791617678564,1.18351268862902,-1.88195373005209,1202.31400527781,96111.2544185754,-3.26915149065675e-05,-1.73472347597681e-18,0.10715977014924,-101.048510468997,2.22316264051978
"130",129,-1.21791748970787,-20.483754467731,0.794863324493287,-1.74230326031321,888.629832016773,96205.6161676178,-1.01570125256596e-05,-1.73472347597681e-18,0.10715977014924,-77.0417184690053,1.91505309470065
"131",130,-3.70778947190206,-20.2826324480121,0.797965428882055,-2.01311194149605,846.551257943204,96245.4821778722,-2.2521413662721e-06,-1.73472347597681e-18,0.107208871909521,-67.9293507724623,2.16549498144995
"132",131,-3.53708326352438,-20.9012185519042,0.98320537666853,-2.7467486997527,875.708065175283,96286.0796745533,-2.49565635459452e-06,-1.73472347597681e-18,0.107208871909521,-61.8735150110383,2.91741687667413
"133",132,-3.25663734976109,-21.4491401623816,1.2437821453251,-3.01283945966058,783.433396832851,96320.4595366075,-2.73917134291683e-06,-1.73472347597681e-18,0.107208871909521,-70.4727336040471,3.25947781626403
