,Station,ymdh,time_jjj,t2m,d2m,u10,v10,blh,sp,e,tp,fal,wind_direction,wind_speed,bc
16,daxing,2016070112,4372,28.93611489,16.06827011,-2.21063267,-1.212952493,1830.013679,100119.0686,-0.000470831,-1.73E-18,0.162190568,192.4126691,2.52153734,1249
17,daxing,2016070113,4373,30.1615416,15.4659912,-2.019188514,-0.910061947,1947.469226,100061.2811,-0.000510824,-1.73E-18,0.162190568,206.523864,2.214799089,4712
18,daxing,2016070115,4375,30.66390558,14.97351404,-1.845913826,-0.77984732,1951.279491,99958.50728,-0.000448821,-1.73E-18,0.162190568,210.7923614,2.003886148,3891
19,daxing,2016070116,4376,30.39931096,14.20490178,-2.125103221,-0.129717769,1357.04388,99919.00701,-0.000324984,-1.73E-18,0.162190568,271.7696302,2.129058571,4169
20,daxing,2016070117,4377,30.35053776,15.18115893,-1.566281273,0.605334366,999.8729914,99910.59492,-0.000267065,-1.73E-18,0.162190568,-216.3600542,1.679186327,1919
21,daxing,2016070120,4380,26.10848848,16.35962525,0.968138012,2.173099606,181.1630974,99983.74356,-2.06E-05,-1.73E-18,0.162166017,75.44050699,2.379002545,2839
22,daxing,2016070121,4381,26.47550683,16.27917644,1.574820999,2.329734592,229.4540594,100051.4061,-1.59E-05,-1.73E-18,0.162166017,106.9943205,2.812067647,10897
23,daxing,2016070122,4382,25.3829871,16.99234426,1.76936726,2.257078604,219.5970706,100086.1517,-1.35E-05,-1.73E-18,0.162166017,119.6745076,2.867937295,4072
24,daxing,2016070200,4384,23.0711373,17.83488245,1.314244231,2.086761646,144.9655839,100115.7769,-9.60E-06,-1.73E-18,0.162166017,101.167948,2.466133019,7693
25,daxing,2016070201,4385,22.39075113,18.46216572,0.930469602,1.744240562,102.804178,100105.5361,-7.23E-06,-1.73E-18,0.162166017,88.20902686,1.976903846,6758
26,daxing,2016070202,4386,22.04446139,18.72742936,0.626020214,1.755091781,79.94259052,100105.9018,-4.54E-06,-1.73E-18,0.162166017,61.6716897,1.863397024,3989
27,daxing,2016070203,4387,21.65793376,18.8676712,0.34062661,2.127807562,68.09763758,100096.7582,-3.94E-06,-1.73E-18,0.162166017,28.57257946,2.154899419,5303
28,daxing,2016070205,4389,20.59101996,18.99486728,0.009144599,1.18941302,47.47250974,100155.2771,9.88E-07,-1.73E-18,0.162166017,1.38387195,1.189448173,1829
29,daxing,2016070206,4390,24.9854855,19.64171919,0.583033911,1.079957246,80.93657258,100182.3421,-4.28E-06,-1.73E-18,0.162129191,89.10553278,1.227288147,4693
30,daxing,2016070207,4391,24.83063058,19.68194359,0.88127909,0.816225447,203.8590213,100253.2963,-4.78E-05,-1.73E-18,0.162129191,148.266454,1.201198075,700
31,daxing,2016070208,4392,24.72576819,19.82109828,0.872415934,0.883219929,348.9804027,100303.0374,-0.000123747,-1.73E-18,0.162129191,140.2639827,1.241445531,2856
32,daxing,2016070210,4394,29.78232995,19.94938152,0.508140247,0.821886953,717.582085,100263.1714,-0.000312546,-1.73E-18,0.162129191,99.67288598,0.966283951,4151
33,daxing,2016070212,4396,30.38711766,19.528656,0.264846632,1.127136459,1484.439248,100177.2217,-0.000457906,1.63E-06,0.162129191,41.54154667,1.15783433,2452
34,daxing,2016070213,4397,32.59898239,17.96860141,0.316696091,1.505513745,1836.80589,100127.1149,-0.000434604,-1.73E-18,0.162129191,37.32022063,1.538462886,2070
35,daxing,2016070214,4398,32.4331535,17.68811773,0.332206613,1.862660386,2024.005845,100109.925,-0.000394499,-1.73E-18,0.162129191,31.76907326,1.892053104,4017
36,daxing,2016070215,4399,32.82699711,17.45655562,0.259971896,2.250473515,2068.238047,100084.6887,-0.000385695,-1.73E-18,0.162129191,20.70161633,2.265439566,4769
37,daxing,2016070216,4400,32.67336152,17.24782358,0.13012667,2.634512306,1946.806572,100067.4988,-0.000367918,-1.73E-18,0.162129191,8.883534276,2.637724027,4071
38,daxing,2016070217,4401,33.00867729,16.84666668,0.011360387,2.676973598,1684.892298,100057.6237,-0.000286621,-1.73E-18,0.162129191,0.763869119,2.676997703,5830
39,daxing,2016070218,4402,30.21153413,18.39584981,0.333979244,2.521753988,753.2826075,100025.0725,-0.000166981,-1.73E-18,0.16210464,23.70113602,2.543773833,5754
40,daxing,2016070220,4404,30.15056763,17.49569288,0.925594867,2.612809869,140.9896557,100106.6333,-2.74E-05,-1.73E-18,0.16210464,61.28250347,2.771912925,7240
41,daxing,2016070221,4405,30.09935577,16.7999194,0.777580171,2.504297679,125.5829337,100200.995,-1.78E-05,-1.73E-18,0.16210464,54.19083915,2.622239079,8521
42,daxing,2016070222,4406,29.08121517,17.14345756,0.474460257,2.294350183,108.1054157,100237.5694,-1.52E-05,-1.73E-18,0.16210464,36.70571536,2.34289464,5453
43,daxing,2016070223,4407,25.57442192,18.0414402,0.227178221,2.102802579,90.54506588,100275.9724,-1.23E-05,-1.73E-18,0.16210464,19.37133376,2.115038683,8431
44,daxing,2016070300,4408,24.82575326,18.27952518,0.107525623,2.046187523,79.36276765,100291.6993,-9.89E-06,-1.73E-18,0.16210464,9.450173084,2.049010771,1156
45,daxing,2016070301,4409,24.12951579,18.72199362,-0.133109046,2.182063656,54.76171155,100272.6807,-6.82E-06,-1.73E-18,0.16210464,-10.96667137,2.186119809,4151
46,daxing,2016070302,4410,23.96246758,18.6882921,-1.076591937,1.653184681,47.55534158,100266.0973,-4.20E-06,-1.73E-18,0.16210464,-103.9022128,1.972832935,6410
47,daxing,2016070304,4412,22.70899627,18.44911997,-1.067285624,0.960593838,41.42578551,100287.3104,-5.92E-06,-1.73E-18,0.16210464,-150.8331938,1.435910556,3682
48,daxing,2016070305,4413,22.25052817,18.65024199,-1.196244535,-0.063195079,34.88207025,100303.4031,-3.98E-06,-1.73E-18,0.16210464,273.2431491,1.197912604,6050
49,daxing,2016070307,4415,25.8902284,18.99595443,-1.182063487,0.146752418,134.7772678,100311.0837,-6.16E-05,-1.73E-18,0.162080089,-260.5102162,1.191138262,1518
50,daxing,2016070308,4416,26.23651814,19.11227906,-1.143951918,0.054752953,303.7542188,100374.7231,-0.00013227,-1.73E-18,0.162080089,-274.1345714,1.145261489,6589
51,daxing,2016070309,4417,26.40600502,19.32862112,-1.478092877,0.222710951,469.4178962,100330.1024,-0.000215834,-1.73E-18,0.162080089,-255.8244162,1.494777147,6529
52,daxing,2016070310,4418,29.63235235,19.79391963,-1.837493828,0.665251966,718.4932353,100351.6812,-0.000278604,-1.73E-18,0.162080089,-220.2179813,1.954211797,2642
53,daxing,2016070311,4419,30.53953392,20.3385798,-1.873832765,1.834352858,1677.520264,100349.4868,-0.000372695,7.76E-06,0.162080089,-143.2880014,2.622231805,925
54,daxing,2016070312,4420,31.01141465,20.5060003,-1.8073591,2.874654499,1850.058984,100274.1437,-0.000419,4.57E-05,0.162080089,-101.0288658,3.39561267,281
55,daxing,2016070313,4421,31.91615756,18.9361614,-1.353122386,3.512045664,1948.877368,100226.5971,-0.00036966,2.53E-05,0.162080089,-66.19554524,3.763695648,4805
56,daxing,2016070314,4422,28.46911148,20.31031401,-1.328305551,4.009314566,1911.934368,100182.7079,-0.000352689,0.00129776,0.162080089,-57.58629344,4.223623909,7830
57,daxing,2016070316,4424,29.33849381,20.54731185,-0.214650075,2.599599689,630.1116633,100182.3421,-0.000261315,0.001356137,0.162080089,-14.82903837,2.60844651,6719
58,daxing,2016070318,4426,26.60597515,21.25395678,0.363227657,0.759610392,110.1762117,100106.2675,-0.000108781,0.00156515,0.162067814,80.28660384,0.841987101,7963
59,daxing,2016070319,4427,25.57198326,21.78122262,-0.025864865,1.334253203,171.637436,100295.7225,-7.18E-05,0.002170554,0.162067814,-3.488912507,1.334503878,5962
60,daxing,2016070321,4429,26.69498624,21.47790887,-1.126668765,2.135356236,184.1450436,100415.3206,-1.80E-06,-1.73E-18,0.162067814,-87.39056109,2.414358871,12836
61,daxing,2016070322,4430,25.89388639,22.20847102,0.088026682,2.430226315,225.560963,100433.6077,-6.04E-07,9.84E-05,0.162067814,6.517038582,2.431820026,11577
62,daxing,2016070323,4431,24.23559751,21.38985004,0.76206965,1.30924822,154.8225727,100402.5195,-6.99E-06,0.00020983,0.162067814,94.88318289,1.514886482,6643
63,daxing,2016070400,4432,24.3770398,21.28548402,1.511006281,-0.253799098,55.92135729,100337.783,-1.60E-05,2.86E-05,0.162067814,-252.7889018,1.532172954,7697
64,daxing,2016070401,4433,23.84053457,21.26917683,-0.11228063,-1.148316972,36.87003438,100339.9775,-5.19E-06,4.20E-05,0.162067814,17.54434757,1.153793226,7724
65,daxing,2016070402,4434,23.58447526,21.0278304,-1.190926642,-0.866657072,44.98755458,100301.5744,-1.30E-06,0.000116345,0.162067814,169.5077628,1.472888572,1297
66,daxing,2016070408,4440,24.41971635,21.96386315,-1.245878206,-0.461859426,291.9092658,100506.7564,-9.61E-05,2.82E-05,0.162030987,218.842579,1.328731212,2251
67,daxing,2016070409,4441,24.92939631,21.426813,-1.856106455,-0.400054658,516.3835488,100480.7886,-0.000207442,-1.73E-18,0.162030987,244.5317105,1.898729812,4429
68,daxing,2016070410,4442,28.71785481,21.57357772,-2.007223254,-0.218886481,787.3264933,100494.6868,-0.000226398,5.31E-06,0.162030987,263.1917047,2.019122701,379
69,daxing,2016070411,4443,28.94221154,21.60401781,-2.228802139,0.502955474,1002.772106,100503.0989,-0.000274427,3.10E-05,0.162030987,-242.7933735,2.284846425,1584
70,daxing,2016070412,4444,29.04951259,21.9649503,-2.206644251,1.112510903,1240.333819,100483.7145,-0.000288794,1.76E-05,0.162030987,-198.6881322,2.471226286,1690
71,daxing,2016070414,4446,31.41135491,21.72795246,-2.035142194,1.868793684,1131.492783,100354.2414,-0.000385582,3.92E-05,0.162030987,-149.0369156,2.763004448,4361
72,daxing,2016070415,4447,30.48832206,21.67033372,-2.775215669,3.095453215,626.715558,100414.2233,-0.000269519,0.000108181,0.162030987,-131.562619,4.157361257,3928
73,daxing,2016070416,4448,28.1862269,22.69225101,-1.956703268,2.895413353,701.5955402,100353.1442,-0.000236813,1.92E-05,0.162030987,-106.9731012,3.494582402,4624
74,daxing,2016070417,4449,29.17632291,22.48025753,-1.404085529,2.321714126,841.9955068,100358.6304,-0.000213548,-1.73E-18,0.162030987,-97.90451053,2.71326605,6168
75,daxing,2016070418,4450,27.81920856,21.4550788,-0.594436284,2.177817527,470.3290464,100350.584,-0.000126482,0.000104098,0.161994161,-47.96275827,2.257486141,4558
76,daxing,2016070420,4452,27.97162481,21.23656244,-1.631425465,1.2205513,254.4692747,100474.571,-1.14E-05,0.000101241,0.161994161,-167.1264246,2.037472583,6784
77,daxing,2016070421,4453,27.81555057,20.44620726,-1.162121387,1.070521404,181.5772566,100571.8586,-9.35E-06,3.06E-05,0.161994161,-148.7524986,1.580044998,5226
78,daxing,2016070422,4454,27.22661415,20.41359288,-1.058865627,0.777538493,86.07214659,100621.9655,-9.52E-06,3.35E-05,0.161994161,-168.7339635,1.313682809,4129
79,daxing,2016070423,4455,24.78063805,19.96568871,-0.862103577,-0.310414153,82.261882,100610.6274,-8.49E-06,1.96E-05,0.161994161,220.5328237,0.916285722,3562
80,daxing,2016070502,4458,23.27964274,18.76004374,-1.44574236,-0.227850531,94.10683494,100654.8824,-1.12E-05,-1.73E-18,0.161994161,254.606579,1.463586976,5229
81,daxing,2016070503,4459,22.59559858,18.315401,-1.692581238,-0.160384257,99.1595771,100731.6884,-1.76E-05,-1.73E-18,0.161994161,265.7378188,1.700163038,3535
82,daxing,2016070504,4460,21.38114584,17.72399355,-1.635413885,-0.022149163,107.3599291,100732.4199,-1.49E-05,-1.73E-18,0.161994161,280.305665,1.635563867,4600
83,daxing,2016070505,4461,21.2336069,17.67289768,-1.428459207,-0.043379809,96.01196723,100736.4431,-1.01E-05,-1.73E-18,0.161994161,277.2787329,1.429117739,43
84,daxing,2016070506,4462,24.22096555,18.13167332,-1.459480251,-0.758144882,81.93055465,100756.1932,-2.14E-05,-1.73E-18,0.16196961,196.5060768,1.644647763,360
85,daxing,2016070507,4463,24.38069779,18.08818748,-1.16743928,-0.29861935,134.2802767,100809.9575,-7.07E-05,-1.73E-18,0.16196961,237.6676213,1.205026136,5131
86,daxing,2016070508,4464,24.68796896,18.05883453,-1.236571892,0.11608593,279.7329855,100857.1384,-0.000149691,-1.73E-18,0.16196961,-265.8948186,1.242008852,5049
87,daxing,2016070510,4466,29.09706646,16.11827883,-1.252525572,0.743569459,840.0903745,100880.9117,-0.000332346,-1.73E-18,0.16196961,-186.3098116,1.456611084,5353
88,daxing,2016070512,4468,29.67380958,17.08801311,-0.683510996,1.621102817,1257.894169,100807.0315,-0.000481696,-1.73E-18,0.16196961,-71.82280873,1.759307143,4346
89,daxing,2016070513,4469,32.02589726,16.87819392,-0.713645724,1.928239492,1546.728791,100772.6517,-0.000500858,-1.73E-18,0.16196961,-63.80456952,2.056063656,6430
90,daxing,2016070514,4470,32.14295295,17.10866888,-0.761063605,2.111294837,1758.364139,100668.0491,-0.00048857,-1.73E-18,0.16196961,-62.27527604,2.244277991,8281
91,daxing,2016070516,4472,32.15636558,16.46290413,-0.605515228,2.461836388,1929.329054,100606.2385,-0.000396578,-1.73E-18,0.16196961,-43.41122237,2.535209477,5383
92,daxing,2016070518,4474,29.37385438,17.95011993,0.321570826,2.250473515,1186.990115,100538.576,-0.000208921,-1.73E-18,0.161932784,25.54731799,2.2733321,4414
93,daxing,2016070519,4475,28.69102955,17.73812645,0.145637192,2.096197489,236.329102,100615.3821,-9.33E-05,-1.73E-18,0.161932784,12.48576847,2.101250605,3368
94,daxing,2016070521,4477,28.59104448,17.17063621,0.346387661,2.969956509,189.1977858,100716.3272,-1.66E-05,-1.73E-18,0.161932784,20.89907913,2.990087972,5471
95,daxing,2016070522,4478,27.4558482,17.39567544,0.679642304,2.729342524,171.140445,100781.7953,-1.46E-05,-1.73E-18,0.161932784,43.92894434,2.812689865,10867
96,daxing,2016070600,4480,24.33558257,18.27408945,0.989409585,2.250473515,147.1192117,100832.2678,-1.02E-05,-1.73E-18,0.161932784,74.55770543,2.458365792,3683
97,daxing,2016070603,4483,22.11152455,18.65241628,1.525187329,1.380960624,59.48312635,100862.9902,-7.23E-06,-1.73E-18,0.161932784,150.2974108,2.057485998,5111
98,daxing,2016070604,4484,21.88838714,18.08057745,0.745672812,0.773764156,28.66968235,100891.1525,-2.61E-06,-1.73E-18,0.161932784,138.0442093,1.074587787,1093
99,daxing,2016070607,4487,25.39639973,19.0187845,-0.553222611,0.367079342,99.82223181,100989.1717,-5.08E-05,-1.73E-18,0.161920508,-177.2944165,0.66392959,4223
100,daxing,2016070609,4489,26.35479315,20.25052097,-0.198696395,0.445396835,538.8309771,100982.5883,-0.00021293,-1.73E-18,0.161920508,-75.53071231,0.487707492,6185
101,daxing,2016070610,4490,30.91386825,19.00247731,-0.142858516,0.700164584,1311.07221,100961.3752,-0.000300745,-1.73E-18,0.161920508,-36.22912869,0.714590092,5919
102,daxing,2016070614,4494,33.52689257,17.63702186,-0.51776999,2.81709586,1928.666399,100791.3046,-0.000452155,-1.73E-18,0.161920508,-32.71806527,2.864282606,1913
103,daxing,2016070615,4495,33.73174002,17.64354474,-0.321451098,2.927023426,2029.555579,100752.1701,-0.000418213,-1.73E-18,0.161920508,-19.68902876,2.944621698,3310
104,daxing,2016070616,4496,33.53176989,17.16954906,0.00294039,3.064786727,2062.025659,100724.7393,-0.00035711,-1.73E-18,0.161920508,0.172693911,3.064788137,3557
105,daxing,2016070617,4497,33.62809696,16.76078215,0.154943505,3.005812711,2016.385316,100690.7252,-0.000276225,-1.73E-18,0.161920508,9.270426999,3.009803572,1530
106,daxing,2016070618,4498,30.35907307,18.01426154,0.453188684,2.265099071,1904.39667,100679.7529,-0.000188916,-1.73E-18,0.161883682,35.54410398,2.309989996,4449
107,daxing,2016070620,4500,29.67015159,17.9707757,0.172226658,2.090535983,98.16559504,100695.1141,-2.43E-05,-1.73E-18,0.161883682,14.79570193,2.097618345,7936
108,daxing,2016070621,4501,29.56772786,17.12715037,0.436791846,2.248114554,99.40807262,100749.2441,-1.53E-05,-1.73E-18,0.161883682,34.54229257,2.290154179,7178
109,daxing,2016070622,4502,28.24597408,17.20433774,0.310048724,2.164135555,97.91709952,100789.4759,-1.40E-05,-1.73E-18,0.161883682,25.61372501,2.186232584,5095
110,daxing,2016070623,4503,25.06474195,17.93707417,0.086254051,2.099500034,92.20170265,100813.6149,-1.12E-05,-1.73E-18,0.161883682,7.39080866,2.10127108,7033
111,daxing,2016070701,4505,23.98075753,18.61327902,-0.158369038,1.980608418,60.14578106,100841.0457,-5.06E-06,-1.73E-18,0.161883682,-14.36220611,1.986929907,1409
112,daxing,2016070702,4506,24.11488383,18.69698927,-0.583800497,1.614497727,47.05835055,100809.226,-3.94E-06,-1.73E-18,0.161883682,-62.45464648,1.7168069,3660
113,daxing,2016070704,4508,22.6614424,19.54605033,-1.52905602,0.134957615,43.3309178,100836.291,-3.23E-06,-1.73E-18,0.161883682,-266.8972332,1.535000284,5293
114,daxing,2016070706,4510,25.97802016,19.99286736,-1.931886433,-0.534515414,102.4728507,100898.8331,-1.20E-05,-1.73E-18,0.161859131,234.1563098,2.004467989,9305
115,daxing,2016070708,4512,26.04508332,21.22569098,-1.755066483,-0.154250959,361.8193377,100947.4769,-0.000108387,-1.73E-18,0.161859131,266.9638729,1.761831921,289
116,daxing,2016070709,4513,26.2999233,21.57466487,-1.618130732,0.089193779,552.3325668,100903.222,-0.000179943,-1.73E-18,0.161859131,-272.831501,1.620587115,137
117,daxing,2016070710,4514,31.11505771,21.4289873,-1.23302663,0.681764691,860.3013432,100905.7822,-0.00026862,1.88E-05,0.161859131,-191.8285708,1.408956268,2075
118,daxing,2016070711,4515,31.21260411,21.13654501,-0.504918414,1.889552537,1390.673607,100843.2401,-0.000300277,4.33E-05,0.161859131,-47.00071044,1.955850556,5554
119,daxing,2016070712,4516,31.37599434,20.29944255,-0.054226962,2.586389509,1668.160266,100794.962,-0.000317342,7.76E-06,0.161859131,-3.773377269,2.586957916,6612
120,daxing,2016070713,4517,33.5281119,19.09379757,-0.035171178,2.809075394,1810.051206,100741.1978,-0.000351734,-1.73E-18,0.161859131,-2.253581851,2.809295566,3380
121,daxing,2016070714,4518,33.91707818,18.68611781,-0.248773223,2.984582065,1876.482341,100673.5353,-0.000363516,-1.73E-18,0.161859131,-14.96889866,2.994932089,3431
122,daxing,2016070715,4519,33.92317483,18.33388248,-0.504475257,3.159145152,1962.793117,100633.3035,-0.000318428,-1.73E-18,0.161859131,-28.50305775,3.199170733,4037
123,daxing,2016070716,4520,33.67808949,18.30887812,-0.796516227,3.220006337,2047.695751,100596.3634,-0.000258411,-1.73E-18,0.161859131,-43.6494496,3.317058774,513
124,daxing,2016070717,4521,33.6500449,18.57631605,-1.053104576,3.295964869,2039.329736,100548.8168,-0.000213005,-1.73E-18,0.161859131,-55.66704856,3.46011758,6044
125,daxing,2016070718,4522,30.81997983,19.82001114,-0.979983544,2.762367973,1380.236795,100544.4279,-0.000161492,-1.73E-18,0.161822305,-61.36396836,2.931048373,7001
126,daxing,2016070720,4524,30.76023266,19.37428126,-1.662889667,1.970228991,217.1121155,100571.8586,-2.65E-05,-1.73E-18,0.161822305,-126.1809515,2.578178489,5034
127,daxing,2016070721,4525,30.11764572,18.83831825,-1.694797026,2.129222938,224.8154765,100592.3403,-1.51E-05,-1.73E-18,0.161822305,-121.0101534,2.721383339,3283
128,daxing,2016070722,4526,28.93977288,19.58844903,-1.426686576,2.209899392,235.33512,100658.5398,-1.22E-05,-1.73E-18,0.161822305,-103.1882467,2.630416299,4600
129,daxing,2016070723,4527,26.9327556,20.7397367,-1.244548732,1.883891032,211.5623823,100641.7156,-1.05E-05,-1.73E-18,0.161822305,-105.0856973,2.257863363,6282
130,daxing,2016070801,4529,26.00484543,21.23330101,-0.962700391,1.591379913,196.818315,100665.8547,-7.44E-06,-1.73E-18,0.161822305,-97.92882191,1.859914533,3811
131,daxing,2016070802,4530,25.80609463,21.39528577,-1.15946244,1.487113852,157.4731916,100652.3222,-6.00E-06,-1.73E-18,0.161822305,-119.2001258,1.885699011,3483
132,daxing,2016070803,4531,25.72318018,21.34092847,-1.473661299,0.483611997,86.48630578,100649.3962,-6.52E-06,1.06E-05,0.161822305,-225.665928,1.550986199,5263
133,daxing,2016070804,4532,24.89525507,21.39854721,-1.17541612,-0.405244371,73.56453894,100658.9055,-5.53E-06,1.63E-05,0.161822305,222.982425,1.243312533,4698
134,daxing,2016070811,4539,30.89923629,22.90098305,-1.335839233,1.217720548,991.9211349,100590.1458,-0.000268227,4.08E-07,0.161797754,-149.6919049,1.807570134,6665
135,daxing,2016070813,4541,33.1025657,22.33675425,-0.223956388,2.604789402,1529.748264,100436.5337,-0.000353363,6.90E-05,0.161797754,-15.43819799,2.614399414,7164
136,daxing,2016070814,4542,33.20255077,22.46612463,0.028200383,2.98788461,1610.012315,100363.385,-0.000276694,8.16E-07,0.161797754,1.698833399,2.988017688,4324
137,daxing,2016070815,4543,33.48909333,22.39546014,0.137660352,3.207739741,1610.923466,100280.7271,-0.000271074,1.02E-05,0.161797754,7.719974297,3.210692234,5633
138,daxing,2016070816,4544,33.36350234,22.25956688,0.356137132,3.207267949,1568.099405,100238.3008,-0.00027098,8.16E-06,0.161797754,19.90577219,3.226980222,7218
139,daxing,2016070817,4545,33.61590366,21.61923785,0.008258283,3.10771981,1539.02543,100194.0459,-0.000188841,-1.73E-18,0.161797754,0.478320937,3.107730783,5792
140,daxing,2016070818,4546,31.85275239,21.66598514,0.011360387,2.689240193,1123.70659,100223.3054,-0.000142048,4.08E-07,0.161773203,0.760384878,2.689264188,875
141,daxing,2016070819,4547,31.56255184,21.27461256,-0.691044678,1.859357841,621.579984,100229.8887,-7.29E-05,1.71E-05,0.161773203,-64.05070116,1.983621518,1708
142,daxing,2016070820,4548,31.24796468,21.18981516,-1.045570894,1.761225078,208.083445,100245.9814,-2.29E-05,-1.73E-18,0.161773203,-96.43419704,2.048202205,6177
143,daxing,2016070821,4549,31.27235128,21.16915939,-1.112930875,1.806517123,187.1269898,100261.3427,-1.52E-05,2.04E-06,0.161773203,-99.38662029,2.121819796,1631
144,daxing,2016070822,4550,30.61147439,22.02256904,-1.050445629,2.123561432,199.6345975,100291.3336,-1.34E-05,6.12E-06,0.161773203,-82.68629049,2.369166346,5317
145,daxing,2016070823,4551,28.14111169,22.64659087,-0.877614099,2.170268853,189.4462813,100294.2595,-1.23E-05,2.94E-05,0.161773203,-69.16983048,2.340998377,6166
146,daxing,2016070900,4552,27.77897066,22.88250157,-0.730928877,1.959849564,158.8813328,100305.5976,-1.16E-05,5.96E-05,0.161773203,-64.25523641,2.091713971,7493
147,daxing,2016070902,4554,26.99738009,23.04339918,-1.184279276,1.179033593,108.0225838,100299.7457,-1.40E-05,4.65E-05,0.161773203,-141.7712023,1.671118672,3389
148,daxing,2016070903,4555,26.68035428,23.07492642,-1.377939221,0.940306777,106.8629381,100265.7316,-5.32E-06,-1.73E-18,0.161773203,-174.9563713,1.668200627,5392
149,daxing,2016070904,4556,25.73049616,22.93577172,-1.535260229,0.439735329,97.75143585,100268.6575,-4.24E-06,-1.73E-18,0.161773203,-232.5313202,1.596994406,670
150,daxing,2016070905,4557,25.65245904,23.06296781,-1.42181184,-0.233512037,90.29657036,100276.7039,-3.06E-06,-1.73E-18,0.161773203,253.4425196,1.440859736,348
151,daxing,2016070908,4560,28.31791455,23.60219225,-2.745967256,0.291592601,366.9549117,100358.6304,-7.61E-05,2.86E-06,0.161748652,-263.7006102,2.761405877,4028
152,daxing,2016070912,4564,32.47826871,24.10988946,0.935787495,2.247642762,1249.445322,100220.7452,-0.000266279,7.76E-06,0.161748652,71.01256068,2.434665526,7042
153,daxing,2016070914,4566,35.65584285,23.74460839,1.492393654,2.313221868,1481.125974,100024.7068,-0.000284336,1.71E-05,0.161748652,103.1334909,2.752859282,5153
154,daxing,2016070915,4567,36.10333698,23.55761927,1.575264157,2.788788332,1658.551773,99982.28059,-0.000296437,-1.73E-18,0.161748652,92.55194471,3.202935767,5778
155,daxing,2016070916,4568,36.32647438,22.93577172,1.661679922,3.144047804,1707.588222,99922.66444,-0.000248333,-1.73E-18,0.161748652,87.5158912,3.556151959,5678
156,daxing,2016070917,4569,36.21795401,22.24869542,1.848249343,3.211985871,1657.889118,99898.52539,-0.00020407,-1.73E-18,0.161748652,93.98733052,3.705789911,3409
157,daxing,2016070918,4570,33.18426082,21.81057556,1.295188447,3.139329883,1409.724929,99941.68309,-0.000140906,-1.73E-18,0.161736377,70.43293251,3.396013137,4519
158,daxing,2016070919,4571,33.21352474,21.31266267,0.854246466,2.84162905,919.5261079,99941.31735,-7.19E-05,-1.73E-18,0.161736377,52.56435502,2.967253391,5060
159,daxing,2016070920,4572,33.41105621,21.29961692,0.721742292,3.133668377,458.5669253,99948.63221,-2.43E-05,-1.73E-18,0.161736377,40.74678252,3.215709787,5421
